,Name,Classification,Taxon ID,Assembly,Accession,Species_str,assembly,Core_db
766,Lophiostoma macrostomum CBS 122681,Pleosporales,1314788,Lopma1,GCA_010405375.1,lophiostoma_macrostomum_cbs_122681_gca_010405375,Lopma1,fungi_ascomycota4_collection_core_59_112_1
767,Lophiotrema nucula str. CBS 627.86,Pleosporales,690887,Lopnu1,GCA_010015825.1,lophiotrema_nucula_gca_010015825,Lopnu1,fungi_ascomycota5_collection_core_59_112_1
768,Lophium mytilinum str. CBS 269.34,Dothideomycetes,390894,Lopmy1,GCA_010093605.1,lophium_mytilinum_gca_010093605,Lopmy1,fungi_ascomycota4_collection_core_59_112_1
769,Macrophomina phaseolina MS6,Botryosphaeriales,1126212,MphMS6_1.0,GCA_000302655.1,macrophomina_phaseolina_ms6_gca_000302655,MphMS6_1.0,fungi_ascomycota1_collection_core_59_112_1
770,Madurella mycetomatis str. mm55,Sordariales,100816,ASM127576v2,GCA_001275765.2,madurella_mycetomatis_gca_001275765,ASM127576v2,fungi_ascomycota3_collection_core_59_112_1
771,Magnaporthe oryzae,Magnaporthales,242507,MG8,GCA_000002495.2,magnaporthe_oryzae,MG8,magnaporthe_oryzae_core_59_112_8
772,Magnaporthe oryzae,Magnaporthales,318829,GCA900474545v2,GCA_900474545.2,pyricularia_oryzae,GCA900474545v2,pyricularia_oryzae_core_59_112_2
773,Magnaporthe poae,Magnaporthales,644358,Mag_poae_ATCC_64411_V1,GCA_000193285.1,magnaporthe_poae,Mag_poae_ATCC_64411_V1,magnaporthe_poae_core_59_112_1
774,Malassezia pachydermatis,Malasseziales,77020,MalaPachy,GCA_001278385.1,malassezia_pachydermatis_gca_001278385,MalaPachy,fungi_basidiomycota1_collection_core_59_112_1
775,Malassezia restricta CBS 7877,Malasseziales,425264,ASM369160v1,GCA_003691605.1,malassezia_restricta_cbs_7877_gca_003691605,ASM369160v1,fungi_basidiomycota2_collection_core_59_112_1
776,Malassezia restricta str. KCTC 27527,Malasseziales,76775,ASM329048v1,GCA_003290485.1,malassezia_restricta_gca_003290485,ASM329048v1,fungi_basidiomycota1_collection_core_59_112_1
777,Malassezia sympodialis ATCC 42132,Malasseziales,1230383,ASM34930v2,GCA_000349305.2,malassezia_sympodialis_atcc_42132_gca_000349305,ASM34930v2,fungi_basidiomycota1_collection_core_59_112_1
778,Malassezia sympodialis ATCC 42132,Malasseziales,1230383,Msy_ATCC_42132_Feb2016,GCA_900149145.1,malassezia_sympodialis_atcc_42132_gca_900149145,Msy_ATCC_42132_Feb2016,fungi_basidiomycota1_collection_core_59_112_1
779,Malassezia vespertilionis str. NWHC:44797-103,Malasseziales,2020962,ASM281822v1,GCA_002818225.1,malassezia_vespertilionis_gca_002818225,ASM281822v1,fungi_basidiomycota1_collection_core_59_112_1
780,Marssonina brunnea f. sp. 'multigermtubi' MB_m1,Helotiales,1072389,ASM29877v1,GCA_000298775.1,marssonina_brunnea_f_sp_multigermtubi_mb_m1_gca_000298775,ASM29877v1,fungi_ascomycota1_collection_core_59_112_1
781,Marssonina coronariae str. NL1,Helotiales,503106,ASM220425v1,GCA_002204255.1,marssonina_coronariae_gca_002204255,ASM220425v1,fungi_ascomycota4_collection_core_59_112_1
782,Massarina eburnea CBS 473.64,Pleosporales,1395130,Maseb1,GCA_010093635.1,massarina_eburnea_cbs_473_64_gca_010093635,Maseb1,fungi_ascomycota4_collection_core_59_112_1
783,Meira miltonrushii str. MCA 3882,Fungi,1280837,Meimi1,GCA_003144205.1,meira_miltonrushii_gca_003144205,Meimi1,fungi_basidiomycota1_collection_core_59_112_1
784,Melampsora larici-populina,Pucciniales,747676,GCA_000204055.1,GCA_000204055.1,melampsora_laricipopulina,v1.0,melampsora_laricipopulina_core_59_112_1
785,Melanomma pulvis-pyrius CBS 109.77,Pleosporales,1314802,Melpu1,GCA_010093585.1,melanomma_pulvis_pyrius_cbs_109_77_gca_010093585,Melpu1,fungi_ascomycota5_collection_core_59_112_1
786,Metarhizium acridum CQMa 102,Hypocreales,655827,MetAcr_May2010,GCA_000187405.1,metarhizium_acridum_cqma_102_gca_000187405,MetAcr_May2010,fungi_ascomycota1_collection_core_59_112_1
787,Metarhizium album ARSEF 1941,Hypocreales,1081103,MAM_1.0_for_version_1_of_the_Metarhizium_album_genome,GCA_000804445.1,metarhizium_album_arsef_1941_gca_000804445,MAM 1.0 for version 1 of the Metarhizium album genome,fungi_ascomycota2_collection_core_59_112_1
788,Metarhizium anisopliae ARSEF 549,Hypocreales,1276135,MAN_1.0,GCA_000814975.1,metarhizium_anisopliae_arsef_549_gca_000814975,MAN_1.0,fungi_ascomycota2_collection_core_59_112_1
789,Metarhizium anisopliae BRIP 53284,Hypocreales,1291519,ASM42698v1,GCA_000426985.1,metarhizium_anisopliae_brip_53284_gca_000426985,ASM42698v1,fungi_ascomycota2_collection_core_59_112_1
790,Metarhizium anisopliae BRIP 53293,Hypocreales,1291518,ASM42696v1,GCA_000426965.1,metarhizium_anisopliae_brip_53293_gca_000426965,ASM42696v1,fungi_ascomycota2_collection_core_59_112_1
791,Metarhizium anisopliae str. E6,Hypocreales,5530,Metarhizium_anisopliae,GCA_000739145.1,metarhizium_anisopliae_gca_000739145,Metarhizium anisopliae,fungi_ascomycota1_collection_core_59_112_1
792,Metarhizium brunneum ARSEF 3297,Hypocreales,1276141,MBR_1.0,GCA_000814965.1,metarhizium_brunneum_arsef_3297_gca_000814965,MBR_1.0,fungi_ascomycota2_collection_core_59_112_1
793,Metarhizium brunneum str. 4556,Hypocreales,500148,ASM1342620v1,GCA_013426205.1,metarhizium_brunneum_gca_013426205,ASM1342620v1,fungi_ascomycota5_collection_core_59_112_1
794,Metarhizium guizhouense ARSEF 977,Hypocreales,1276136,MGU_1.0,GCA_000814955.1,metarhizium_guizhouense_arsef_977_gca_000814955,MGU_1.0,fungi_ascomycota2_collection_core_59_112_1
795,Metarhizium majus ARSEF 297,Hypocreales,1276143,MAJ_1.0,GCA_000814945.1,metarhizium_majus_arsef_297_gca_000814945,MAJ_1.0,fungi_ascomycota2_collection_core_59_112_1
796,Metarhizium rileyi RCEF 4871,Hypocreales,1081105,NOR_1.0,GCA_001636745.1,metarhizium_rileyi_rcef_4871_gca_001636745,NOR 1.0,fungi_ascomycota3_collection_core_59_112_1
797,Metarhizium rileyi str. Cep018-CH2,Hypocreales,1649241,ASM786632v1,GCA_007866325.1,metarhizium_rileyi_gca_007866325,ASM786632v1,fungi_ascomycota5_collection_core_59_112_1
798,Metarhizium robertsii,Hypocreales,568076,MR2010_11_27,GCA_000591435.1,metarhizium_robertsii_gca_000591435,MR2010_11_27,fungi_ascomycota1_collection_core_59_112_1
799,Metarhizium robertsii ARSEF 23,Hypocreales,655844,MAA_2.0,GCA_000187425.2,metarhizium_anisopliae_arsef_23_gca_000187425,MAA 2.0,fungi_ascomycota1_collection_core_59_112_1
800,Metschnikowia aff. pulcherrima str. APC 1.2,Saccharomycetales,2163413,ASM421770v1,GCA_004217705.1,metschnikowia_aff_pulcherrima_gca_004217705,ASM421770v1,fungi_ascomycota5_collection_core_59_112_1
801,Metschnikowia bicuspidata str. Baker2002,Saccharomycetales,27322,Metbi_SCcomb,GCA_003614695.1,metschnikowia_bicuspidata_gca_003614695,Metbi_SCcomb,fungi_ascomycota4_collection_core_59_112_1
802,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993,Saccharomycetales,869754,Metbi1,GCA_001664035.1,metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993_gca_001664035,Metbi1,fungi_ascomycota3_collection_core_59_112_1
803,Metschnikowia sp. JCM 33374,Saccharomycetales,2562755,Metsp_1.0,GCA_005406065.1,metschnikowia_sp_jcm_33374_gca_005406065,Metsp_1.0,fungi_ascomycota5_collection_core_59_112_1
804,Meyerozyma guilliermondii ATCC 6260,Saccharomycetales,294746,ASM14942v1,GCA_000149425.1,meyerozyma_guilliermondii_atcc_6260_gca_000149425,ASM14942v1,fungi_ascomycota1_collection_core_59_112_1
805,Meyerozyma sp. JA9,Saccharomycetales,2028340,ASM367601v1,GCA_003676015.1,meyerozyma_sp_ja9_gca_003676015,ASM367601v1,fungi_ascomycota4_collection_core_59_112_1
806,Microbotryum intermedium,Microbotryales,269621,Microbotrium_Intermedium_Assembly,GCA_900096595.1,microbotryum_intermedium_gca_900096595,Microbotrium Intermedium Assembly,fungi_basidiomycota1_collection_core_59_112_1
807,Microbotryum saponariae,Microbotryales,289078,MvSof1,GCA_900100905.1,microbotryum_saponariae_gca_900100905,MvSof1,fungi_basidiomycota2_collection_core_59_112_1
808,Microbotryum saponariae,Microbotryales,289078,MvSof1,GCA_900102585.1,microbotryum_saponariae_gca_900102585,MvSof1,fungi_basidiomycota1_collection_core_59_112_1
809,Microbotryum silenes-dioicae,Microbotryales,796604,MsdSdi1,GCA_900120095.1,microbotryum_silenes_dioicae_gca_900120095,MsdSdi1,fungi_basidiomycota2_collection_core_59_112_1
810,Microbotryum violaceum,Microbotryales,683840,GCA_000166175.1,GCA_000166175.1,microbotryum_violaceum,M_violaceum_V1,microbotryum_violaceum_core_59_112_1
811,Microdochium bolleyi str. J235TASD1,Xylariales,196109,Microdochium_bolleyi_v1.0,GCA_001566295.1,microdochium_bolleyi_gca_001566295,Microdochium bolleyi v1.0,fungi_ascomycota3_collection_core_59_112_1
812,Microsporum canis CBS 113480,Onygenales,554155,ASM15114v1,GCA_000151145.1,microsporum_canis_cbs_113480_gca_000151145,ASM15114v1,fungi_ascomycota1_collection_core_59_112_1
813,Microthyrium microscopicum str. CBS 115976,Dothideomycetes,703497,Micmi1,GCA_010405405.1,microthyrium_microscopicum_gca_010405405,Micmi1,fungi_ascomycota5_collection_core_59_112_1
814,Millerozyma farinosa CBS 7064,Saccharomycetales,559304,ASM31589v1,GCA_000315895.1,millerozyma_farinosa_cbs_7064_gca_000315895,ASM31589v1,fungi_ascomycota1_collection_core_59_112_1
815,Mixia osmundae IAM 14324,Mixiales,764103,Mixia_osmundae_v1.0,GCA_000708205.1,mixia_osmundae_iam_14324_gca_000708205,Mixia osmundae v1.0,fungi_basidiomycota1_collection_core_59_112_1
816,Mixia osmundae IAM 14324,Mixiales,764103,Mosmundae_2.0,GCA_000241205.2,mixia_osmundae_iam_14324_gca_000241205,Mosmundae_2.0,fungi_basidiomycota1_collection_core_59_112_1
817,Moelleriella libera RCEF 2490,Hypocreales,1081109,AAL_1.0,GCA_001636675.1,moelleriella_libera_rcef_2490_gca_001636675,AAL 1.0,fungi_ascomycota3_collection_core_59_112_1
818,Moesziomyces antarcticus,Ustilaginales,84753,Pse_antar_v1,GCA_900322835.1,moesziomyces_antarcticus_gca_900322835,Pse_antar_v1,fungi_basidiomycota1_collection_core_59_112_1
819,Moesziomyces antarcticus str. JCM 10317,Ustilaginales,84753,ASM74776v1,GCA_000747765.1,moesziomyces_antarcticus_gca_000747765,ASM74776v1,fungi_basidiomycota1_collection_core_59_112_1
820,Moesziomyces aphidis DSM 70725,Ustilaginales,84754,PseuAph1.0,GCA_000517465.1,moesziomyces_aphidis_dsm_70725_gca_000517465,PseuAph1.0,fungi_basidiomycota1_collection_core_59_112_1
821,Monascus purpureus,Eurotiales,5098,ASM654248v1,GCA_006542485.1,monascus_purpureus_gca_006542485,ASM654248v1,fungi_ascomycota5_collection_core_59_112_1
822,Monilinia fructicola str. Mfrc123,Sclerotiniaceae,38448,ASM869222v1,GCA_008692225.1,monilinia_fructicola_gca_008692225,ASM869222v1,fungi_ascomycota5_collection_core_59_112_1
823,Monilinia fructigena str. Mfrg269,Sclerotiniaceae,38457,ASM326056v1,GCA_003260565.1,monilinia_fructigena_gca_003260565,ASM326056v1,fungi_ascomycota5_collection_core_59_112_1
824,Monilinia laxa str. Mlax316,Sclerotiniaceae,61186,ASM929945v1,GCA_009299455.1,monilinia_laxa_gca_009299455,ASM929945v1,fungi_ascomycota5_collection_core_59_112_1
825,Moniliophthora roreri MCA 2997,Agaricales,1381753,M_roreri_MCA_2997_v1,GCA_000488995.1,moniliophthora_roreri_mca_2997_gca_000488995,M_roreri_MCA_2997_v1,fungi_basidiomycota1_collection_core_59_112_1
826,Moniliophthora roreri str. MCA 2952,Agaricales,221103,ASM146670v1,GCA_001466705.1,moniliophthora_roreri_gca_001466705,ASM146670v1,fungi_basidiomycota1_collection_core_59_112_1
827,Monosporascus cannonballus,Xylariales,155416,ASM415589v1,GCA_004155895.1,monosporascus_cannonballus_gca_004155895,ASM415589v1,fungi_ascomycota5_collection_core_59_112_1
828,Monosporascus cannonballus,Xylariales,155416,ASM415492v1,GCA_004154925.1,monosporascus_cannonballus_gca_004154925,ASM415492v1,fungi_ascomycota5_collection_core_59_112_1
829,Monosporascus ibericus,Xylariales,155417,ASM415491v1,GCA_004154915.1,monosporascus_ibericus_gca_004154915,ASM415491v1,fungi_ascomycota5_collection_core_59_112_1
830,Monosporascus sp. 5C6A,Xylariales,2211642,ASM415503v1,GCA_004155035.1,monosporascus_sp_5c6a_gca_004155035,ASM415503v1,fungi_ascomycota5_collection_core_59_112_1
831,Monosporascus sp. CRB-8-3,Xylariales,2211644,ASM415505v1,GCA_004155055.1,monosporascus_sp_crb_8_3_gca_004155055,ASM415505v1,fungi_ascomycota5_collection_core_59_112_1
832,Monosporascus sp. CRB-9-2,Xylariales,2211643,ASM415591v1,GCA_004155915.1,monosporascus_sp_crb_9_2_gca_004155915,ASM415591v1,fungi_ascomycota4_collection_core_59_112_1
833,Monosporascus sp. GIB2,Xylariales,2211647,ASM415593v1,GCA_004155935.1,monosporascus_sp_gib2_gca_004155935,ASM415593v1,fungi_ascomycota4_collection_core_59_112_1
834,Monosporascus sp. MC13-8B,Xylariales,2211646,ASM415497v1,GCA_004154975.1,monosporascus_sp_mc13_8b_gca_004154975,ASM415497v1,fungi_ascomycota4_collection_core_59_112_1
835,Monosporascus sp. MG133,Xylariales,2211645,ASM415592v1,GCA_004155925.1,monosporascus_sp_mg133_gca_004155925,ASM415592v1,fungi_ascomycota4_collection_core_59_112_1
836,Monosporascus sp. mg162,Xylariales,1081914,ASM415594v1,GCA_004155945.1,monosporascus_sp_mg162_gca_004155945,ASM415594v1,fungi_ascomycota5_collection_core_59_112_1
837,Morchella conica CCBAS932,Pezizales,1392247,Morco1,GCA_003790465.1,morchella_conica_ccbas932_gca_003790465,Morco1,fungi_ascomycota5_collection_core_59_112_1
838,Mucor ambiguus str. NBRC 6742,Mucoromycotina,91626,ASM95059v1,GCA_000950595.1,mucor_ambiguus_gca_000950595,ASM95059v1,fungi_mucoromycota1_collection_core_59_112_1
839,Mucor circinelloides 1006PhL,Mucoromycotina,1220926,Muco_sp_1006Ph_V1,GCA_000401635.1,mucor_circinelloides_1006phl_gca_000401635,Muco_sp_1006Ph_V1,fungi_mucoromycota1_collection_core_59_112_1
840,Mucor lusitanicus CBS 277.49,Mucoromycotina,747725,Mucci2,GCA_001638945.1,mucor_lusitanicus_cbs_277_49_gca_001638945,Mucci2,fungi_mucoromycota1_collection_core_59_112_1
841,Mytilinidion resinicola str. CBS 304.34,Dothideomycetes,574789,Mytre1,GCA_010093595.1,mytilinidion_resinicola_gca_010093595,Mytre1,fungi_ascomycota4_collection_core_59_112_1
842,Nadsonia fulvescens var. elongata DSM 6958,Saccharomycetales,857566,Nadfu1,GCA_001661315.1,nadsonia_fulvescens_var_elongata_dsm_6958_gca_001661315,Nadfu1,fungi_ascomycota3_collection_core_59_112_1
843,Naematelia encephala str. 68-887.2,Tremellales,71784,Treen1,GCA_002105065.1,naematelia_encephala_gca_002105065,Treen1,fungi_basidiomycota1_collection_core_59_112_1
844,Nannizzia gypsea CBS 118893,Onygenales,535722,MS_CBS118893,GCA_000150975.2,nannizzia_gypsea_cbs_118893_gca_000150975,MS_CBS118893,fungi_ascomycota1_collection_core_59_112_1
845,Naumovozyma castellii CBS 4309,Saccharomycetales,1064592,ASM23734v1,GCA_000237345.1,naumovozyma_castellii_cbs_4309_gca_000237345,ASM23734v1,fungi_ascomycota1_collection_core_59_112_1
846,Naumovozyma dairenensis CBS 421,Saccharomycetales,1071378,ASM22711v2,GCA_000227115.2,naumovozyma_dairenensis_cbs_421_gca_000227115,ASM22711v2,fungi_ascomycota1_collection_core_59_112_1
847,Nematocida displodere str. JUm2807,Microsporidia,1805483,ASM164239v1,GCA_001642395.1,nematocida_displodere_gca_001642395,ASM164239v1,fungi_microsporidia1_collection_core_59_112_1
848,Nematocida parisii ERTm1,Microsporidia,881290,Nema_parisii_ERTm1_V3,GCA_000250985.1,nematocida_parisii_ertm1_gca_000250985,Nema_parisii_ERTm1_V3,fungi_microsporidia1_collection_core_59_112_1
849,Nematocida parisii ERTm3,Microsporidia,935791,Nema_parisii_ERTm3_V1,GCA_000190615.1,nematocida_parisii_ertm3_gca_000190615,Nema_parisii_ERTm3_V1,fungi_microsporidia1_collection_core_59_112_1
850,Nematocida sp. 1 ERTm2,Microsporidia,1913371,Nema_parisii_ERTm2_V1,GCA_000250695.1,nematocida_sp_1_ertm2_gca_000250695,Nema_parisii_ERTm2_V1,fungi_microsporidia1_collection_core_59_112_1
851,Nematocida sp. 1 ERTm6,Microsporidia,1913371,Nema_sp_1_ERTm6_V2,GCA_000738915.1,nematocida_sp_1_ertm6_gca_000738915,Nema_sp_1_ERTm6_V2,fungi_microsporidia1_collection_core_59_112_1
852,Nematocida sp. ERTm5,Microsporidia,1805481,ASM164241v1,GCA_001642415.1,nematocida_sp_ertm5_gca_001642415,ASM164241v1,fungi_microsporidia1_collection_core_59_112_1
853,Neocallimastix californiae str. G1,Chytridiomycota,1754190,Neocallimastix_sp._G1_v1.0,GCA_002104975.1,neocallimastix_californiae_gca_002104975,Neocallimastix sp. G1 v1.0,fungi_neocallimastigomycota1_collection_core_59_112_1
854,Neofusicoccum parvum UCRNP2,Botryosphaeriales,1287680,UCRNP2V3,GCA_000385595.1,neofusicoccum_parvum_ucrnp2_gca_000385595,UCRNP2V3,fungi_ascomycota1_collection_core_59_112_1
855,Neohortaea acidophila str. CBS 113389,Capnodiales,245834,Horac1,GCA_010093505.1,neohortaea_acidophila_gca_010093505,Horac1,fungi_ascomycota5_collection_core_59_112_1
856,Neolecta irregularis DAH-3,Taphrinomycotina,1198029,NeoIirr1.0,GCA_001929475.1,neolecta_irregularis_dah_3_gca_001929475,NeoIirr1.0,fungi_ascomycota3_collection_core_59_112_1
857,Neolentinus lepideus HHB14362 ss-1,Gloeophyllales,1314782,Neole1,GCA_001632425.1,neolentinus_lepideus_hhb14362_ss_1_gca_001632425,Neole1,fungi_basidiomycota1_collection_core_59_112_1
858,Neonectria ditissima str. R09/05,Hypocreales,78410,R0905_v2.0,GCA_001306435.1,neonectria_ditissima_gca_001306435,R0905_v2.0,fungi_ascomycota3_collection_core_59_112_1
859,Neurospora crassa,Sordariales,367110,NC12,GCA_000182925.2,neurospora_crassa,NC12,neurospora_crassa_core_59_112_2
860,Neurospora crassa str. 73,Sordariales,5141,Neucr_trp3_1,GCA_000786625.1,neurospora_crassa_gca_000786625,Neucr_trp3_1,fungi_ascomycota2_collection_core_59_112_1
861,Neurospora tetrasperma FGSC 2508,Sordariales,510951,v2.0,GCA_000213175.1,neurospora_tetrasperma_fgsc_2508_gca_000213175,v2.0,fungi_ascomycota1_collection_core_59_112_1
862,Neurospora tetrasperma FGSC 2509 str. FGSC 2509 mat a,Sordariales,510952,v1.0,GCA_000213195.1,neurospora_tetrasperma_fgsc_2509_gca_000213195,v1.0,fungi_ascomycota1_collection_core_59_112_1
863,Nosema apis BRL 01,Nosematidae,1037528,NapisBRLv01,GCA_000447185.1,nosema_apis_brl_01_gca_000447185,NapisBRLv01,fungi_microsporidia1_collection_core_59_112_1
864,Nosema bombycis CQ1,Nosematidae,578461,NosBomCQ1_v1.0,GCA_000383075.1,nosema_bombycis_cq1_gca_000383075,NosBomCQ1_v1.0,fungi_microsporidia1_collection_core_59_112_1
865,Nosema ceranae,Nosematidae,40302,ASM98816v1,GCA_000988165.1,nosema_ceranae_gca_000988165,ASM98816v1,fungi_microsporidia1_collection_core_59_112_1
866,Nosema ceranae BRL01,Nosematidae,578460,ASM18298v1,GCA_000182985.1,nosema_ceranae_brl01_gca_000182985,ASM18298v1,fungi_microsporidia1_collection_core_59_112_1
867,Obba rivulosa str. 3A-2,Polyporales,1052685,Obbri1,GCA_001687445.1,obba_rivulosa_gca_001687445,Obbri1,fungi_basidiomycota2_collection_core_59_112_1
868,Ogataea parapolymorpha DL-1,Saccharomycetales,871575,Hansenula_2,GCA_000187245.3,ogataea_parapolymorpha_dl_1_gca_000187245,Hansenula_2,fungi_ascomycota1_collection_core_59_112_1
869,Ogataea polymorpha str. NCYC 495 leu1.1,Saccharomycetales,460523,Hanpo2,GCA_001664045.1,ogataea_polymorpha_gca_001664045,Hanpo2,fungi_ascomycota3_collection_core_59_112_1
870,Oidiodendron maius Zn,Myxotrichaceae,913774,Oidiodendron_maius_Zn_v1.0,GCA_000827325.1,oidiodendron_maius_zn_gca_000827325,Oidiodendron maius Zn v1.0,fungi_ascomycota2_collection_core_59_112_1
871,Oidium neolycopersici,Erysiphales,212602,ASM361085v1,GCA_003610855.1,oidium_neolycopersici_gca_003610855,ASM361085v1,fungi_ascomycota5_collection_core_59_112_1
872,Ophiobolus disseminans str. CBS 113818,Pleosporales,1469910,Ophdi1,GCA_010093685.1,ophiobolus_disseminans_gca_010093685,Ophdi1,fungi_ascomycota5_collection_core_59_112_1
873,Ophiocordyceps australis,Hypocreales,1399860,OphauG2,GCA_002591405.1,ophiocordyceps_australis_gca_002591405,OphauG2,fungi_ascomycota4_collection_core_59_112_1
874,Ophiocordyceps australis,Hypocreales,1399860,OphauB2,GCA_002591415.1,ophiocordyceps_australis_gca_002591415,OphauB2,fungi_ascomycota4_collection_core_59_112_1
875,Ophiocordyceps camponoti-leonardi (nom. inval.),Hypocreales,2039875,ASM333945v1,GCA_003339455.1,ophiocordyceps_camponoti_leonardi_nom_inval_gca_003339455,ASM333945v1,fungi_ascomycota5_collection_core_59_112_1
876,Ophiocordyceps camponoti-rufipedis,Hypocreales,2004952,Ophun1,GCA_002591395.1,ophiocordyceps_camponoti_rufipedis_gca_002591395,Ophun1,fungi_ascomycota4_collection_core_59_112_1
877,Ophiocordyceps camponoti-saundersi (nom. inval.),Hypocreales,2039874,ASM333941v1,GCA_003339415.1,ophiocordyceps_camponoti_saundersi_nom_inval_gca_003339415,ASM333941v1,fungi_ascomycota5_collection_core_59_112_1
878,Ophiocordyceps polyrhachis-furcata BCC 54312,Hypocreales,1330021,OPF_BCC54312_improved,GCA_001633055.2,ophiocordyceps_polyrhachis_furcata_bcc_54312_gca_001633055,OPF BCC54312 improved,fungi_ascomycota5_collection_core_59_112_1
879,Ophiocordyceps sinensis CO18,Hypocreales,911162,ASM44836v1,GCA_000448365.1,ophiocordyceps_sinensis_co18_gca_000448365,ASM44836v1,fungi_ascomycota1_collection_core_59_112_1
880,Ophiocordyceps unilateralis str. SC16a,Hypocreales,268505,ASM127257v2,GCA_001272575.2,ophiocordyceps_unilateralis_gca_001272575,ASM127257v2,fungi_ascomycota3_collection_core_59_112_1
881,Ophiostoma piceae UAMH 11346 str. UAMH-11346,Ophiostomatales,1262450,Opiceae_UAMHv01,GCA_000410735.1,ophiostoma_piceae_uamh_11346_gca_000410735,Opiceae_UAMHv01,fungi_ascomycota1_collection_core_59_112_1
